Category,URL,Title,Project Team,Published Date,,download_link
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S0272775725000378,"Self-learning at the right level, COVID-19, school closure, and non-cognitive abilities",Minhaj Mahmud,19-May-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.asieco.2025.101957,Institutional Quality and Macrofinancial Resilience in Asia,John Beirne,16-May-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.worlddev.2025.107016,Estimating the spillover economic effects of foreign conflict shocks: Evidence from Boko Haram,Takaaki Masaki,15-May-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1371/journal.pone.0317748,Using smart transportation assets to hedge fossil energy markets: Evidence from quantile-based VAR approach,Shu Tian,9-May-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.ijedudev.2025.103271,Learning loss and recovery from the COVID-19 pandemic: A systematic review of evidence,Rhea Molato-Gayares and  Albert Park,25-Apr-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.asieco.2025.101937,The Role of Family Support in the Well-Being of Older People: Evidence from Malaysia and Viet Nam,Joseph E. Zveglich Jr.,25-Apr-25,,#N/A
Staff Publications in Scholarly Journals,https://onlinelibrary.wiley.com/doi/10.1111/joac.70012?msockid=01ff4f4c162d64972d795ab6172c650a,Who Is Responding? Spousal Perspectives on Agricultural Decision-Making in India,H. Swaminathan,8-Apr-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.pacfin.2025.102770,The Nexus of peer-to-peer lending and monetary policy transmission: Evidence from the People's Republic of China,John Beirne,3-Apr-25,,#N/A
Staff Publications in Scholarly Journals,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0320129,Analyzing anomalous events in passageways with high-frequency ship signals,"Elaine S. Tan, Mahinthan Joseph Mariasingham, Mac Cordel, Cherryl Chico",1-Apr-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/1467-8489.70012,Rice Price Inflation Dynamics in the Philippines,Takashi Yamano,19-Mar-25,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S0095069624001785,"Storms, early education and human capital",Martino Pelli,14-Mar-25,,#N/A
Staff Publications in Scholarly Journals,https://www.worldscientific.com/doi/10.1142/S0116110525400013,The Impact of Mobility Restrictions on Trade Facilitation at Borders: Lessons from the COVID-19 Pandemic in Central Asia,Kijin Kim,10-Mar-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1093/wber/lhaf004,Does It Matter Who You Ask For Time Use Data?,Hema Swaminathan,21-Feb-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1080/13504851.2025.2466743,"Rethinking nonlinear fiscal multipliers in Asia: Efficiency, infrastructure, and institutions","Donghyun Park, Shu Tian, and Irfan Qureshi",17-Feb-25,,#N/A
Staff Publications in Scholarly Journals,https://academic.oup.com/wber/advance-article/doi/10.1093/wber/lhag001/8488993,"What Did They Say? Respondent Identity, Question Framing and the Measurement of Employment",Hema Swaminathan,17-Feb-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1073/pnas.2410350122,Microlevel structural poverty estimates for southern and eastern Africa,Yating Ru,6-Feb-25,,#N/A
Staff Publications in Scholarly Journals,https://academic.oup.com/wber/advance-article/doi/10.1093/wber/lhaf001/7998582,"Volume, Risk, Complexity: What makes development finance projects succeed or fail?, World Bank Economic Review, forthcoming",Lennart Reiners,4-Feb-25,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S2214629624004894?dgcid=author,Does awareness and prioritization of environment and health matter for household fuel choice? Empirical evidence from Central Asia,Dina Azhgaliyeva,3-Feb-25,,#N/A
Staff Publications in Scholarly Journals,https://direct.mit.edu/asep/article-abstract/doi/10.1162/asep_a_00927/127977/Unintended-Consequences-of-Business-Digitalization?redirectedFrom=fulltext,Unintended Consequences of? Business Digitalization Among MSMEs During the COVID-19 Pandemic: The Case of Indonesia,Shigehiro Shinozaki,3-Feb-25,,#N/A
Staff Publications in Scholarly Journals,https://www.tandfonline.com/doi/full/10.1080/00220388.2025.2451868,Employer and Employee Preferences for Worker Benefits: Evidence from a Matched Employer-Employee Survey in Bangladesh,Minhaj Mahmud,29-Jan-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.bar.2025.101583,The benefits of small business FinTech lending: Evidence from entrepreneurs’ consumption structure,Shu Tian,27-Jan-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1142/S0116110525500088,The Impact of Micronutrient Training on High-Zinc Rice Demand Among Mothers: A Randomized Control Trial Study in Bangladesh,Takashi Yamano,17-Jan-25,,#N/A
Staff Publications in Scholarly Journals,https://academic.oup.com/qopen/article/5/1/qoaf001/7954130?login=true,High-zinc rice and randomized nutrition training among women farmers: a panel data analysis of long-term adoption in Bangladesh,Takashi Yamano,14-Jan-25,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S0957178725000165,Measuring energy poverty by estimating the income elasticity of energy demand: An application to Kazakhstan,D. Azhgaliyeva,8-Jan-25,,#N/A
Staff Publications in Scholarly Journals,https://www.nature.com/articles/s41598-024-81741-z,Stakeholder perspectives on the costs and benefits of circular construction,D. Azhgaliyeva,8-Jan-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.asieco.2024.101869,Health Spending Efficiency in Developing Asia,"Donghyun Park, Pilipinas Quising and Yothin Jinjarak",25-Dec-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1080/1540496X.2024.2443621,Global Shocks and Monetary Policy Transmission in Emerging Markets,John Beirne,23-Dec-24,,#N/A
Staff Publications in Scholarly Journals,https://link.springer.com/article/10.1007/s42973-024-00170-9,The state of well-being of older people: a comparative study across developing Asia,"A. Kikkawa; M. Pelli, L. Reiners",16-Dec-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.fishres.2024.107221,Impact of tropical cyclones on fishing activity in the Philippines,Madhavi Pundit,18-Nov-24,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/abs/pii/S0306261924013692,Renewable energy investments and feed-in tariffs: Firm-level evidence from Southeast Asia,"Shu Tian, Dina Azhgaliyeva",15-Nov-24,,#N/A
Staff Publications in Scholarly Journals,https://drukjournal.bt/wp-content/uploads/2024/10/Inequalty_Income_Assets_Services.pdf,"Inequality in Income, Assets, and Access to Services: A Dzongkhag-level Analysis of Bhutan",Milan Thomas,31-Oct-24,,#N/A
Staff Publications in Scholarly Journals,https://link.springer.com/article/10.1007/s42973-024-00179-0?utm_source=rct_congratemailt&utm_medium=email&utm_campaign=nonoa_20241024&utm_content=10.1007%2Fs42973-024-00179-0,Subjective well-being of older persons in Malaysia,Aiko Kikkawa,24-Oct-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1007/s42973-024-00168-3,Wellbeing of the older individuals in East Asia,Albert Park,24-Oct-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1108/EJIM-02-2024-0121,Digital entrepreneurship landscapes in developing Asia: Insights from the Global Index of Digital Entrepreneurship Systems,Donghyun Park and Yothin Jinjarak,23-Oct-24,,#N/A
Staff Publications in Scholarly Journals,https://link.springer.com/article/10.1007/s41885-024-00165-1,Big Data and Disaster Risk Management: An Introduction,Madhavi Pundit,25-Sep-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jimonfin.2024.103199,Monetary and Fiscal Policy Challenges in Emerging Markets Amid Elevated Uncertainty,"John Beirne, Donghyun Park, and  Yothin Jinjarak",23-Sep-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.3368/jhr.1020-11229R3,Social Norms and the Impact of Early Life Events on Gender Inequality,Albert Park,11-Sep-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jimonfin.2024.103166,Public and Private Investment as Catalysts for Growth: An analysis of emerging markets and developing economies with a focus on Asia,Donghyun Park and Irfan Qureshi,3-Sep-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jbankfin.2024.107298,Weather-related disasters and inflation in the euro area,John Beirne,30-Aug-24,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S2212096324000627,"Weather risks, crop losses, and risk proneness: An examination of evolving risk preferences of rice farmers in Bangladesh",Takashi Yamano,20-Aug-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jimonfin.2024.103167,Debt Shocks and the Dynamics of Output and Inflation in Emerging Economies,John Beirne,16-Aug-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jimonfin.2024.103169,The performance of emerging markets during the Fed’s easing and tightening cycles: A cross-country resilience analysis,Donghyun Park and Irfan Qureshi,16-Aug-24,,#N/A
Staff Publications in Scholarly Journals,https://link.springer.com/article/10.1007/s41885-024-00159-z,AIS-Based Framework for Analyzing the Impacts of Passageway Disruptions,Mahinthan Joseph Mariasingham,6-Aug-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.3390/rs16152733,Spatial Distribution of Cropping Systems in South Asia Using Time-Series Satellite Data Enriched with Ground Data,Takashi Yamano,1-Aug-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1186/s40854-024-00641-3,Examining time–frequency quantile dependence between green bond and green equity markets,Donghyun Park,16-Jul-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1142/S0116110524400122,"Demography, Growth, and Robots in Advanced and Emerging Economies",Matteo Lanzafame,12-Jul-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1007/s41885-024-00153-5,Assessing “Invisible Loss” During Medium-Term Earthquake Recovery: The Case of Indonesia's 2016 Aceh Earthquakes,Madhavi Pundit,2-Jul-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1162/asep_a_00895,Technological Progress and Wage Share of Old Workers,Donghyun Park,1-Jul-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.eneco.2024.107754,Volatility dynamics of agricultural futures markets under uncertainties,Donghyun Park,1-Jul-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.3390/jrfm17070267,Climate Change and Corporate Financial Performance,John Beirne,27-Jun-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1007/s41885-024-00152-6,Are Disaster Impact Estimates Distorted by Errors in Popular Night?Time Lights Data?,Yi Jiang,26-Jun-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jdeveco.2024.103322,"Faster, taller, better: Transit improvements and land use policies","Liming Chen, Rana Hasan, and Yi Jiang",20-Jun-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.techfore.2024.123515,Do dirty and clean energy investments react to infectious disease-induced uncertainty?,Donghyun Park,14-Jun-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/ecca.12534,Austerity and elections,Gabriele Ciminelli,23-May-24,,#N/A
Staff Publications in Scholarly Journals,https://onlinelibrary.wiley.com/doi/abs/10.1111/twec.13587,Indirect channel of trade agreements in deepening global value chains,Jong Woo Kang,23-May-24,,#N/A
Staff Publications in Scholarly Journals,https://www.tandfonline.com/doi/full/10.1080/1226508X.2024.2351797,Several Modes of Digitalisation of Value Chains and Their Effects on Firm Behaviour and Performance: Case Studies of Apparel and Video Game Industries,Donghyun Park,23-May-24,,#N/A
Staff Publications in Scholarly Journals,https://www.worldscientific.com/doi/10.1142/S0116110524500057,Gravity-Based Tools to Assess the Impact of Tariff Changes: An Application to Armenia,Jules Hugot,20-May-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1080/1540496X.2024.2337241,Financial Development and the Capital Flow Allocation Puzzle in Developing Asia,John Beirne,14-May-24,,#N/A
Staff Publications in Scholarly Journals,https://www.worldscientific.com/doi/10.1142/S0116110524500070,Bilateral Remittance Inflows to Asia and the Pacific: Countercyclicality and Motivations to Remit,Kijin Kim and Aiko Kikkawa,10-May-24,,#N/A
Staff Publications in Scholarly Journals,https://link.springer.com/article/10.1007/s00181-024-02587-y,"Unraveling wage inequality: tangible and intangible assets, globalization and labor market regulations",Neil Foster-McGregor,9-May-24,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S0738059324000750,Learning disruptions during the COVID-19 pandemic: Evidence from household surveys in Southeast Asia,Paul Vandenberg,1-May-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.econmod.2024.106748,Economic resilience: Why some countries recover more robustly than others from shocks,Donghyun Park,30-Apr-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1108/EJIM-01-2022-0054,Do we innovate atop giants' shoulders?,Donghyun Park,29-Apr-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/apel.12412,Developing Asia's fiscal landscape and challenges,Donghyun Park and Yothin Jinjarak,22-Apr-24,,#N/A
Staff Publications in Scholarly Journals,https://www.adb.org/sites/default/files/publication/961616/adr-vol41no1-9-health-capacity-work-older-adults-viet-nam.pdf,Health Capacity to Work among Older Adults in Viet Nam,Aiko Kikkawa and Donghyun Park,22-Apr-24,,#N/A
Staff Publications in Scholarly Journals,https://www.adb.org/sites/default/files/publication/961616/adr-vol41no1-5-health-capacity-older-japanese-persons.pdf,Health Capacity to Work among Older Japanese Persons,Aiko Kikkawa,22-Apr-24,,#N/A
Staff Publications in Scholarly Journals,https://www.adb.org/sites/default/files/publication/961616/adr-vol41no1-7-health-capacity-work-older-malaysians.pdf,Health Capacity to Work among Older Malaysians,Donghyun Park,22-Apr-24,,#N/A
Staff Publications in Scholarly Journals,https://www.adb.org/sites/default/files/publication/961616/adr-vol41no1-2-health-capacity-work-older-persons-asia.pdf,Health Capacity to Work among Older Persons in Asia: Key Findings from a Regional Comparative Study,Aiko Kikkawa and Albert Park,22-Apr-24,,#N/A
Staff Publications in Scholarly Journals,https://www.adb.org/sites/default/files/publication/961616/adr-vol41no1-6-health-capacity-older-ages-republic-korea.pdf,Health Capacity to Work at Older Ages in the Republic of Korea,Donghyun Park,22-Apr-24,,#N/A
Staff Publications in Scholarly Journals,https://www.adb.org/sites/default/files/publication/961616/adr-vol41no1-3-health-capacity-work-older-persons-prc.pdf,Understanding the Health Capacity to Work among Older Persons in Rural and Urban Areas in the People’s Republic of China,Albert Park,22-Apr-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1038/s41598-024-58358-3,Mixed effects modelling of excess mortality and COVID-19 lockdowns in Thailand,"Elaine S. Tan, Pamela Lapitan, Milan Thomas, Nishtha Kochhar, Anna Christine Durante, Rutcher Lacaza",8-Apr-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.eap.2023.10.033,Exchange rate pass-through in emerging Asia and exposure to external shocks,John Beirne,29-Mar-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1142/S0217590821410083,"Local Currency Bond Markets, Foreign Investor Participation and Capital Flow Volatility in Emerging Asia",John Beirne,28-Mar-24,,#N/A
Staff Publications in Scholarly Journals,https://onlinelibrary.wiley.com/doi/10.1002/pad.2045,Policy approaches to stimulate exports: The case of Georgia,Kiyoshi Taniguchi,26-Mar-24,,#N/A
Staff Publications in Scholarly Journals,https://onlinelibrary.wiley.com/doi/10.1111/asej.12317,Did economic cooperation encourage trade in essential medical goods? Empirical evidence from the Asia–Pacific during COVID-19,Sanchita Basu-Das,19-Mar-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1002/bse.3732,Do firms' sustainability practices pay off during global crises? Evidence from Asia and the Pacific,Donghyun Park,18-Mar-24,,#N/A
Staff Publications in Scholarly Journals,https://www.worldscientific.com/doi/10.1142/S0116110524500021,Compiling Granular Population Data Using Geospatial Information,"Arturo Martinez, Jr., Joseph Bulan",27-Feb-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.iref.2024.02.065,Bond market spillover networks of ASEAN-4 markets: Is the global pandemic different?,Donghyun Park and Shu Tian,23-Feb-24,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S2452292924000055,Women’s education through empowerment: Evidence from a community-based program,Hema Swaminathan,31-Jan-24,,#N/A
Staff Publications in Scholarly Journals,https://www.nature.com/articles/s41599-023-02547-4,"COVID-19 containment policies, digitalization and sustainable development goals: evidence from Alibaba’s administrative data",Elaine S. Tan,8-Jan-24,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.eneco.2023.107195,How do energy markets react to climate policy uncertainty? Fossil vs. renewable and low-carbon energy assets,Donghyun Park,17-Nov-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.frl.2023.104748,"Multilayer information spillover network between ASEAN-4 and global bond, forex and stock markets",Donghyun Park,15-Nov-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jpolmod.2023.11.005,Artificial Intelligence (AI) Can Change the Way of Doing Policy Modelling,Donghyun Park,8-Nov-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1177/10704965231211592,The Political Economy of Donor Control and Elite Capture in Arsenic Mitigation in Bangladesh,Minhaj Mahmud,6-Nov-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1177/10704965231211592,The Political Economy of Donor Control and Elite Capture in Arsenic Mitigation in Bangladesh,Minhaj Mahmud,3-Nov-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1515/bejm-2023-0069,Initial Beliefs Uncertainty,Jaqueson Galimberti,23-Oct-23,,#N/A
Staff Publications in Scholarly Journals,https://www.adb.org/sites/default/files/publication/917331/adr-vol40no2-3-climate-related-transition-risk-southeast-asia.pdf,Climate-Related Transition Risk and Corporate Debt Financing: Evidence from Southeast Asia,"Gemma Estrade, Shu Tian, and Donghyun Park",18-Oct-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/twec.13513,Foreign direct investment (FDI) and environmental quality: Is greenfield FDI greener than mergers and acquisitions FDI?,Donghyun Park,9-Oct-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.24136/oc.2023.026,Social benefits of solar energy: Evidence from Bangladesh,Donghyun Park and Shu Tian,2-Oct-23,,#N/A
Staff Publications in Scholarly Journals,https://link.springer.com/epdf/10.1057/s41308-023-00215-w?sharing_token=eq76bM0AoM7yQRExlFQ0Y1xOt48VBPO10Uv7D6sAgHua5s3DNc3Tmpmz8PW7UtHU8Ks1_h-GQzJAppmEsUerRfhEOY-fYhImWR8X5WG3nW-2e1UYndB377nChyCxX6gL5pIdKyH5Oe1s7MprkU4f0AQ50D2C-I6dvkyHurmH6ok=,Tracking Foreign Capital: The Effect of Capital Inflows on Bank Lending in the UK,Alexander Raabe,13-Sep-23,,#N/A
Staff Publications in Scholarly Journals,https://www.science.org/doi/10.1126/science.add9884,Reducing single-use cutlery with green nudges: Evidence from China’s food-delivery industry,Albert Park and Elaine Tan,11-Sep-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1093/wber/lhad026,Measuring Inequality using Geospatial Data,Jaqueson Galimberti,25-Aug-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1108/WWOP-06-2023-0025,Employment among older men and women in Vietnam: How their health played a role?,"Aiko Kikkawa, Donghyun Park",18-Aug-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.3368/jhr.0321-11555R3,"Access to Pensions, Old-Age Support, and Child Investment in China",Albert Park,11-Aug-23,,#N/A
Staff Publications in Scholarly Journals,https://journals.sagepub.com/doi/abs/10.1177/26316846231182178,Analysis of the Economic Impact of Improved Connectivity in Nepal,Sanchita Basu Das,9-Aug-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/asej.12301,Real Exchange Rate Misalignment and Business Cycle Fluctuations in the Asia-Pacific,"Madhavi Pundit, Arief Ramayandi",24-Jul-23,,#N/A
Staff Publications in Scholarly Journals,https://link.springer.com/article/10.1007/s10113-023-02086-3,Digging in? Migration preferences in communities affected by climate change – evidence from Bangladesh,Minhaj Mahmud - co-author,21-Jul-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.eneco.2023.106839,The Macroeconomic Effects of Oil Price Uncertainty,"Irfan Qureshi, Abdul Abiad",20-Jul-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1002/hec.4725,"Rural pensions, intra-household bargaining, and elderly medical expenditure in China",Albert Park,7-Jul-23,,#N/A
Staff Publications in Scholarly Journals,https://www.mdpi.com/2071-1050/15/13/10696,Do Digitalization and Digital Finance Help Small Firms Survive Global Economic Uncertainty in Central and West Asia? Evidence from Rapid Surveys,Shigehiro Shinozaki,6-Jul-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1007/s11069-023-06080-0,Nowcasting from space: tropical cyclones’ impacts on Fiji’s agriculture,Madhavi Pundit,4-Jul-23,,#N/A
Staff Publications in Scholarly Journals,https://onlinelibrary.wiley.com/doi/full/10.1002/fut.22442,Impact of crude oil volatility jumps on sustainable investments: Evidence from India,Donghyun Park,22-Jun-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.ceqi.2023.06.001,The returns to computer use in the Chinese labor market,Albert Park,21-Jun-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jjie.2023.101261,Fiscal capacity and commercial bank lending under COVID-19,Yothin Jinjarak,1-Jun-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.iref.2023.05.005,Debts and depth of recessions,"Donghyun Park, Shu Tian",26-May-23,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S0305750X23000992,Revisiting the role of secondary towns: Effects of different types of urban growth on poverty in Indonesia,Yi Jiang,4-May-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.eneco.2023.106652,A memory in the bond: Green bond and sectoral investment interdependence in a fractionally cointegrated VAR framework,Donghyun Park and Shu Tian,14-Apr-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1007/s41885-023-00125-1,International Evidence on Vaccines and the Mortality to Infections Ratio in the Pre-Omicron Era,Yothin Jinjarak,6-Apr-23,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S0165188923000489?dgcid=coauthor,Impacts of social distancing policy and vaccination during the COVID-19 pandemic in the Republic of Korea,"Cyn-Young Park, Kijin Kim",3-Apr-23,,#N/A
Staff Publications in Scholarly Journals,https://www.worldscientific.com/doi/10.1142/S0116110523500014,"Impact of Population Aging on Asia’s Future Economic Growth, 2021–2050",Donghyun Park,31-Mar-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1142/S0217590822500783,Skewed Credit and Growth Dynamics,Gemma Estrada and Donghyun Park,31-Mar-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.frl.2022.103609,Cybersecurity risks and central banks’ sentiment on central bank digital currency: Evidence from global cyberattacks,Shu Tian,23-Mar-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.eneco.2023.106600,Reducing information barriers to solar adoption: Experimental evidence from India,Takashi Yamano,8-Mar-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/obes.12545,Haste Makes No Waste: Positive Peer Effects of Classroom Speed Competition on Learning,Minhaj Mahmud,16-Feb-23,,#N/A
Staff Publications in Scholarly Journals,https://bookshop.iseas.edu.sg/publication/7839#contents,ASEAN Education Cooperation: An Assessment of Education Divide and Measuring the Potential Impact of Its Elimination,Sanchita Basu Das,7-Feb-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1017/S1365100522000633,Price level determinacy and monetary policy in a model with money and trend inflation,Irfan Qureshi,20-Jan-23,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1080/00074918.2023.2167930,"The Impact of COVID-19 Lockdowns on Household Income, Consumption, and Expectations: Evidence from High-frequency Data in Indonesia",Arief Ramayandi,19-Jan-23,,#N/A
Staff Publications in Scholarly Journals,https://link.springer.com/article/10.1007/s11205-022-03052-y,Determinants of the Elderly Share of Population: A Cross-Country Empirical Analysis,"Cynthia Castillejos-Petalcorin, Donghyun Park, and Shu Tian",23-Dec-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/asej.12285,Aging and labor share of income in Korea,Donghyun Park,19-Dec-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1002/ijfe.2742,"In search of light in the darkness: What can we learn from ethical, sustainable and green investments?",Donghyun Park; Shu Tian,14-Dec-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.eneco.2022.106474,On the volatility of WTI crude oil prices: A time-varying approach with stochastic volatility,Donghyun Park,14-Dec-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.atech.2022.100149,Assessment of Cropland Changes Due to New Canals in Vientiane Prefecture of Laos using Earth Observation Data,Takashi Yamano,9-Dec-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1002/app5.362,"Gender, entrepreneurship, and coping with the COVID-19 pandemic: The case of GoFood merchants in Indonesia",Yesim Elhan-Kayalar,7-Dec-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.resourpol.2022.103125,"Is Bangladesh on the right path toward sustainable development? An empirical exploration of energy sources, economic growth, and CO2 discharges nexus",Donghyun Park,18-Nov-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.3390/su142215109,ICT and Economic Resilience during COVID-19: Cross-Country Analysis,"Gemma Estrada, Yothin Jinjarak, Donghyun Park, Shu Tian",15-Nov-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1017/S1365100522000578,A note on the Neo-Fisher Effect in the New-Keynesian Model,Irfan Qureshi,10-Nov-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1080/00220388.2022.2130054,Who Gets the Goodies? Overlapping Interests and the Geography of Aid for Trade Allocation in Bangladesh,Minhaj Mahmud,13-Oct-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1002/app5.358,The path to kina convertibility: An analysis of Papua New Guinea?s foreign exchange market, Marcel Schröder,11-Oct-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1162/asep_a_00855,Does Corruption Discourage Entrepreneurship?,Donghyun Park,5-Oct-22,,#N/A
Staff Publications in Scholarly Journals,https://www.worldscientific.com/doi/10.1142/S0116110522500147,"Nexus of Technology Adoption, E-commerce, and Global Value Chains: The Case of Asia",Jong Woo Kang,16-Sep-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1142/S0116110522500123,Overland and Oversea: Domestic Trade Frictions in the Philippines,Eugenia Go,16-Sep-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1142/S011611052250010X,"The Employment Effects of Technology, Trade, and Consumption in Global Value Chains: Evidence for Developing Asia",Elisabetta Gentile,16-Sep-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.econmod.2022.105990,Gaps between official and excess Covid-19 mortality measures: The effects of institutional quality and vaccinations,Yothin Jinjarak,12-Sep-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1017/S0022109022000941,Foreign Ties That Bind: Cross-Border Firm Expansions and Fund Portfolio Allocation Around the World,Shu Tian,8-Sep-22,,#N/A
Staff Publications in Scholarly Journals,https://www.tandfonline.com/doi/full/10.1080/09638199.2022.2115106,RCEP’s financial integration before and after the global financial crisis: an empirical analysis,"Donghyun Park, Shu Tian",5-Sep-22,,#N/A
